LP,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration
1509,Standard,12,25-06-22,04-07-23,Canada,50,Male,Smartphone,30
1510,Premium,11,25-06-22,07-07-23,United States,33,Male,Smart TV,30
1511,Basic,13,26-06-22,04-07-23,United States,50,Male,Smart TV,30
1512,Premium,10,27-06-22,06-07-23,Canada,28,Female,Smart TV,30
1513,Standard,12,29-06-22,06-07-23,United Kingdom,41,Male,Smartphone,30
1514,Basic,12,01-07-22,07-07-23,Australia,30,Female,Smartphone,30
1515,Standard,10,03-07-22,04-07-23,Germany,32,Male,Smart TV,30
1516,Premium,15,12-07-22,07-07-23,France,50,Male,Laptop,30
1517,Basic,11,15-07-22,05-07-23,Brazil,28,Female,Smart TV,30
1518,Standard,13,19-07-22,07-07-23,Mexico,45,Male,Smart TV,30
1519,Premium,14,27-07-22,05-07-23,Spain,31,Male,Tablet,30
1520,Basic,11,29-07-22,06-07-23,Italy,27,Female,Smartphone,30
1521,Premium,11,06-08-22,05-07-23,Spain,49,Male,Tablet,30
1522,Basic,10,13-08-22,06-07-23,Spain,32,Female,Laptop,30
1523,Standard,13,14-08-22,05-07-23,United States,38,Male,Smart TV,30
1524,Standard,11,20-08-22,07-07-23,Canada,39,Male,Smartphone,30
1525,Basic,14,24-08-22,04-07-23,United States,50,Female,Tablet,30
1526,Premium,10,28-08-22,06-07-23,United States,51,Male,Tablet,30
1527,Basic,15,05-09-22,05-07-23,Canada,32,Female,Smart TV,30
1528,Standard,12,10-09-22,07-07-23,United Kingdom,45,Female,Smart TV,30
1529,Premium,12,11-09-22,04-07-23,Australia,31,Female,Laptop,30
1530,Basic,12,14-09-22,06-07-23,Germany,44,Male,Smartphone,30
1531,Premium,12,21-09-22,05-07-23,France,30,Female,Tablet,30
1532,Basic,13,26-09-22,07-07-23,Brazil,44,Female,Tablet,30
1533,Standard,10,30-09-22,03-07-23,Mexico,37,Male,Tablet,30
1534,Standard,14,02-10-22,06-07-23,Spain,30,Female,Tablet,30
1535,Basic,12,06-10-22,05-07-23,Italy,31,Female,Smart TV,30
1536,Premium,15,07-10-22,06-07-23,Spain,31,Female,Laptop,30
1537,Basic,15,09-10-22,06-07-23,Spain,44,Male,Tablet,30
1538,Standard,10,11-10-22,05-07-23,United States,44,Female,Smart TV,30
1539,Premium,14,12-10-22,05-07-23,Canada,34,Male,Laptop,30
1540,Basic,12,16-10-22,06-07-23,United States,42,Male,Laptop,30
1541,Premium,15,17-10-22,07-07-23,United States,33,Male,Smartphone,30
1542,Basic,11,21-10-22,07-07-23,Canada,35,Male,Smart TV,30
1543,Standard,15,23-10-22,06-07-23,United Kingdom,34,Female,Laptop,30
1544,Standard,14,25-10-22,05-07-23,Australia,47,Male,Tablet,30
1545,Basic,13,27-10-22,06-07-23,Germany,43,Female,Laptop,30
1546,Premium,13,29-10-22,08-07-23,France,43,Male,Smart TV,30
1547,Basic,13,01-11-22,05-07-23,Brazil,35,Female,Smartphone,30
1548,Standard,13,04-11-22,06-07-23,Mexico,39,Male,Tablet,30
1549,Premium,10,04-11-22,06-07-23,Spain,39,Male,Tablet,30
1550,Basic,11,04-11-22,07-07-23,Italy,49,Female,Smart TV,30
1551,Premium,14,05-11-22,04-07-23,Spain,30,Male,Tablet,30
1552,Basic,12,02-11-22,05-07-23,Spain,31,Female,Tablet,30
1553,Standard,12,03-11-22,06-07-23,United States,39,Male,Tablet,30
1554,Standard,14,30-10-22,06-07-23,Canada,30,Female,Laptop,30
1555,Basic,13,31-10-22,04-07-23,United States,43,Female,Smartphone,30
1556,Premium,10,14-10-22,05-07-23,United States,29,Female,Smartphone,30
1557,Basic,14,26-09-22,05-07-23,Canada,46,Male,Smart TV,30
1558,Standard,15,17-09-22,06-07-23,United Kingdom,35,Male,Smartphone,30
1559,Premium,12,16-09-22,03-07-23,Australia,30,Male,Tablet,30
1560,Basic,12,12-09-22,07-07-23,Germany,39,Female,Smart TV,30
1561,Premium,14,12-09-22,06-07-23,France,41,Male,Laptop,30
1562,Basic,12,29-08-22,05-07-23,Brazil,27,Male,Smartphone,30
1563,Standard,15,25-08-22,03-07-23,Mexico,42,Male,Laptop,30
1564,Standard,11,15-08-22,06-07-23,Spain,45,Female,Tablet,30
1565,Basic,10,11-08-22,07-07-23,Italy,36,Female,Smart TV,30
1566,Premium,12,10-08-22,06-07-23,Spain,35,Male,Laptop,30
1567,Basic,13,26-07-22,04-07-23,Spain,38,Male,Smartphone,30
1568,Standard,14,19-07-22,06-07-23,United States,41,Female,Smart TV,30
1569,Premium,10,17-07-22,06-07-23,Canada,43,Male,Tablet,30
1570,Basic,13,17-07-22,06-07-23,United States,44,Male,Tablet,30
1571,Basic,10,17-07-22,04-07-23,United States,35,Male,Tablet,30
1572,Basic,13,11-07-22,06-07-23,Canada,39,Male,Laptop,30
1573,Standard,15,07-07-22,05-07-23,United Kingdom,43,Male,Smart TV,30
1574,Premium,10,07-07-22,06-07-23,Australia,36,Male,Smart TV,30
1575,Basic,11,08-07-22,05-07-23,Germany,49,Female,Laptop,30
1576,Basic,12,06-07-22,08-07-23,France,29,Female,Smartphone,30
1577,Premium,10,03-07-22,04-07-23,Brazil,45,Male,Tablet,30
1578,Standard,11,30-06-22,06-07-23,Mexico,44,Female,Laptop,30
1579,Standard,11,27-06-22,04-07-23,Spain,40,Female,Smart TV,30
1580,Basic,15,26-06-22,08-07-23,Italy,51,Female,Smart TV,30
1581,Premium,15,27-06-22,05-07-23,Spain,30,Female,Smart TV,30
1582,Standard,14,28-06-22,08-07-23,Spain,50,Male,Smart TV,30
1583,Basic,12,30-06-22,06-07-23,United States,39,Male,Tablet,30
1584,Standard,11,02-07-22,07-07-23,Canada,51,Male,Tablet,30
1585,Premium,10,05-07-22,05-07-23,United States,42,Male,Laptop,30
1586,Basic,12,11-07-22,07-07-23,United States,34,Female,Tablet,30
1587,Premium,12,18-07-22,06-07-23,Canada,28,Male,Tablet,30
1588,Standard,15,25-07-22,07-07-23,United Kingdom,43,Male,Tablet,30
1589,Basic,11,28-07-22,06-07-23,Australia,27,Female,Tablet,30
1590,Standard,13,05-08-22,08-07-23,Germany,49,Female,Smart TV,30
1591,Premium,14,09-08-22,05-07-23,France,35,Female,Laptop,30
1592,Basic,10,14-08-22,06-07-23,Brazil,34,Male,Tablet,30
1593,Standard,14,15-08-22,05-07-23,Mexico,28,Male,Smartphone,30
1594,Premium,15,16-08-22,07-07-23,Spain,49,Female,Tablet,30
1595,Basic,12,25-08-22,04-07-23,Italy,51,Female,Tablet,30
1596,Premium,13,27-08-22,06-07-23,Spain,36,Male,Laptop,30
1597,Basic,13,06-09-22,06-07-23,Spain,37,Male,Smart TV,30
1598,Standard,11,08-09-22,07-07-23,United States,48,Male,Laptop,30
1599,Standard,13,13-09-22,04-07-23,Canada,45,Female,Smart TV,30
1600,Basic,11,15-09-22,06-07-23,United States,39,Male,Tablet,30
1601,Premium,14,19-09-22,05-07-23,United States,39,Male,Smartphone,30
1602,Basic,15,22-09-22,07-07-23,Canada,46,Female,Smart TV,30
1603,Standard,13,24-09-22,06-07-23,United Kingdom,30,Female,Smartphone,30
1604,Premium,10,30-09-22,06-07-23,Australia,32,Female,Smartphone,30
1605,Basic,11,03-10-22,05-07-23,Germany,39,Male,Laptop,30
1606,Premium,15,08-10-22,07-07-23,France,35,Female,Smartphone,30
1607,Basic,15,09-10-22,07-07-23,Brazil,41,Female,Smartphone,30
1608,Standard,11,12-10-22,08-07-23,Mexico,32,Female,Smart TV,30
1609,Standard,14,15-10-22,06-07-23,Spain,41,Female,Smart TV,30
1610,Basic,14,17-10-22,06-07-23,Italy,36,Female,Smart TV,30
1611,Premium,15,19-10-22,07-07-23,Spain,49,Male,Laptop,30
1612,Basic,11,22-10-22,09-07-23,Spain,30,Female,Smartphone,30
1613,Standard,15,23-10-22,06-07-23,United States,40,Female,Smartphone,30
1614,Premium,13,27-10-22,07-07-23,Canada,46,Female,Tablet,30
1615,Basic,11,28-10-22,06-07-23,United States,30,Female,Smart TV,30
1616,Premium,10,01-11-22,08-07-23,United States,48,Male,Laptop,30
1617,Basic,11,04-11-22,05-07-23,Canada,50,Male,Tablet,30
1618,Standard,11,05-11-22,06-07-23,United Kingdom,27,Male,Smart TV,30
1619,Standard,14,04-11-22,07-07-23,Australia,51,Female,Laptop,30
1620,Basic,11,05-11-22,07-07-23,Germany,38,Male,Smartphone,30
1621,Premium,10,04-11-22,05-07-23,France,39,Male,Laptop,30
1622,Basic,12,05-11-22,05-07-23,Brazil,45,Female,Smart TV,30
1623,Standard,12,03-11-22,06-07-23,Mexico,29,Male,Laptop,30
1624,Premium,13,31-10-22,07-07-23,Spain,35,Male,Smartphone,30
1625,Basic,10,26-10-22,04-07-23,Italy,51,Female,Smart TV,30
1626,Premium,11,16-10-22,06-07-23,Spain,51,Male,Smart TV,30
1627,Basic,15,16-10-22,07-07-23,Spain,42,Female,Smartphone,30
1628,Standard,13,17-09-22,06-07-23,United States,48,Female,Laptop,30
1629,Standard,14,12-09-22,04-07-23,Canada,40,Male,Smart TV,30
1630,Basic,13,13-09-22,07-07-23,United States,39,Male,Smart TV,30
1631,Premium,14,09-09-22,07-07-23,United States,44,Male,Laptop,30
1632,Basic,14,03-09-22,06-07-23,Canada,27,Female,Laptop,30
1633,Standard,11,31-08-22,05-07-23,United Kingdom,35,Male,Tablet,30
1634,Premium,14,25-08-22,07-07-23,Australia,45,Male,Smart TV,30
1635,Basic,12,15-08-22,07-07-23,Germany,33,Male,Tablet,30
1636,Premium,10,16-08-22,07-07-23,France,32,Female,Smart TV,30
1637,Basic,11,28-07-22,05-07-23,Brazil,51,Female,Laptop,30
1638,Standard,10,28-07-22,06-07-23,Mexico,40,Female,Tablet,30
1639,Standard,15,22-07-22,06-07-23,Spain,47,Male,Laptop,30
1640,Basic,13,19-07-22,06-07-23,Italy,42,Male,Smart TV,30
1641,Premium,10,16-07-22,06-07-23,Spain,41,Male,Tablet,30
1642,Basic,12,15-07-22,09-07-23,Spain,43,Male,Tablet,30
1643,Standard,11,16-07-22,05-07-23,United States,42,Female,Tablet,30
1644,Premium,14,09-07-22,06-07-23,Canada,28,Male,Smartphone,30
1645,Basic,12,07-07-22,05-07-23,United States,40,Female,Laptop,30
1646,Basic,15,07-07-22,09-07-23,United States,46,Female,Tablet,30
1647,Basic,11,06-07-22,05-07-23,Canada,39,Female,Laptop,30
1648,Standard,15,30-06-22,06-07-23,United Kingdom,41,Female,Smartphone,30
1649,Premium,15,27-06-22,05-07-23,Australia,30,Male,Tablet,30
1650,Basic,14,28-06-22,08-07-23,Germany,32,Male,Tablet,30
1651,Basic,14,28-06-22,06-07-23,France,38,Male,Smart TV,30
1652,Premium,11,29-06-22,08-07-23,Brazil,38,Male,Tablet,30
1653,Standard,13,01-07-22,06-07-23,Mexico,32,Male,Smartphone,30
1654,Standard,14,03-07-22,07-07-23,Spain,27,Male,Tablet,30
1655,Basic,15,04-07-22,06-07-23,Italy,50,Female,Tablet,30
1656,Premium,10,10-07-22,07-07-23,Spain,30,Male,Smartphone,30
1657,Standard,11,23-07-22,06-07-23,Spain,49,Male,Smartphone,30
1658,Basic,11,24-07-22,07-07-23,United States,32,Female,Laptop,30
1659,Standard,14,26-07-22,06-07-23,Canada,35,Male,Smartphone,30
1660,Premium,12,07-08-22,08-07-23,United States,44,Male,Tablet,30
1661,Basic,13,10-08-22,05-07-23,United States,49,Female,Laptop,30
1662,Premium,13,14-08-22,06-07-23,Canada,39,Male,Smartphone,30
1663,Standard,12,16-08-22,06-07-23,United Kingdom,38,Female,Smartphone,30
1664,Basic,10,20-08-22,08-07-23,Australia,38,Female,Laptop,30
1665,Standard,11,25-08-22,05-07-23,Germany,37,Male,Smartphone,30
1666,Premium,11,28-08-22,07-07-23,France,28,Male,Laptop,30
1667,Basic,11,05-09-22,06-07-23,Brazil,49,Male,Tablet,30
1668,Standard,13,08-09-22,08-07-23,Mexico,33,Female,Tablet,30
1669,Premium,10,14-09-22,05-07-23,Spain,48,Male,Tablet,30
1670,Basic,13,16-09-22,06-07-23,Italy,34,Male,Tablet,30
1671,Premium,13,19-09-22,06-07-23,Spain,39,Female,Smartphone,30
1672,Basic,15,23-09-22,07-07-23,Spain,30,Male,Tablet,30
1673,Standard,10,29-09-22,07-07-23,United States,37,Male,Tablet,30
1674,Standard,10,02-10-22,06-07-23,Canada,38,Male,Smart TV,30
1675,Basic,12,08-10-22,05-07-23,United States,42,Female,Laptop,30
1676,Premium,15,09-10-22,07-07-23,United States,35,Female,Laptop,30
1677,Basic,14,11-10-22,08-07-23,Canada,30,Male,Tablet,30
1678,Standard,15,14-10-22,09-07-23,United Kingdom,48,Female,Smart TV,30
1679,Premium,14,16-10-22,06-07-23,Australia,48,Male,Tablet,30
1680,Basic,13,18-10-22,07-07-23,Germany,32,Male,Laptop,30
1681,Premium,15,22-10-22,07-07-23,France,27,Male,Smart TV,30
1682,Basic,10,23-10-22,09-07-23,Brazil,48,Female,Laptop,30
1683,Standard,12,26-10-22,06-07-23,Mexico,33,Male,Laptop,30
1684,Standard,13,27-10-22,07-07-23,Spain,28,Male,Smartphone,30
1685,Basic,15,31-10-22,07-07-23,Italy,46,Male,Laptop,30
1686,Premium,11,01-11-22,08-07-23,Spain,40,Male,Laptop,30
1687,Basic,13,03-11-22,05-07-23,Spain,49,Male,Smartphone,30
1688,Standard,14,04-11-22,06-07-23,United States,41,Female,Tablet,30
1689,Premium,13,05-11-22,07-07-23,Canada,38,Male,Tablet,30
1690,Basic,13,05-11-22,07-07-23,United States,42,Female,Laptop,30
1691,Premium,13,05-11-22,05-07-23,United States,27,Female,Smart TV,30
1692,Basic,12,05-11-22,06-07-23,Canada,41,Female,Tablet,30
1693,Standard,13,03-11-22,07-07-23,United Kingdom,41,Female,Tablet,30
1694,Standard,11,27-10-22,07-07-23,Australia,49,Male,Laptop,30
1695,Basic,14,24-10-22,04-07-23,Germany,28,Female,Smartphone,30
1696,Premium,13,17-10-22,07-07-23,France,44,Male,Laptop,30
1697,Basic,11,06-10-22,07-07-23,Brazil,47,Female,Tablet,30
1698,Standard,12,18-09-22,06-07-23,Mexico,29,Male,Tablet,30
1699,Premium,10,17-09-22,04-07-23,Spain,31,Female,Laptop,30
1700,Basic,12,13-09-22,08-07-23,Italy,28,Female,Smart TV,30
1701,Premium,15,09-09-22,07-07-23,Spain,32,Male,Smart TV,30
1702,Basic,12,02-09-22,07-07-23,Spain,43,Male,Smartphone,30
1703,Standard,13,01-09-22,06-07-23,United States,48,Male,Smart TV,30
1704,Standard,10,16-08-22,07-07-23,Canada,28,Male,Laptop,30
1705,Basic,14,17-08-22,07-07-23,United States,31,Female,Tablet,30
1706,Premium,15,29-07-22,07-07-23,United States,47,Male,Laptop,30
1707,Basic,13,28-07-22,06-07-23,Canada,39,Female,Smartphone,30
1708,Standard,13,25-07-22,07-07-23,United Kingdom,35,Male,Smartphone,30
1709,Premium,10,26-07-22,06-07-23,Australia,42,Female,Smartphone,30
1710,Basic,11,17-07-22,07-07-23,Germany,30,Male,Smart TV,30
1711,Premium,14,16-07-22,06-07-23,France,34,Male,Smartphone,30
1712,Basic,11,17-07-22,09-07-23,Brazil,35,Male,Smartphone,30
1713,Standard,12,16-07-22,06-07-23,Mexico,31,Female,Tablet,30
1714,Standard,14,16-07-22,07-07-23,Spain,36,Female,Tablet,30
1715,Basic,14,12-07-22,06-07-23,Italy,31,Female,Laptop,30
1716,Premium,11,10-07-22,09-07-23,Spain,32,Male,Smart TV,30
1717,Basic,10,08-07-22,07-07-23,Spain,46,Female,Smartphone,30
1718,Standard,15,29-06-22,07-07-23,United States,30,Male,Tablet,30
1719,Premium,12,29-06-22,06-07-23,Canada,46,Male,Laptop,30
1720,Basic,12,28-06-22,08-07-23,United States,44,Female,Tablet,30
1721,Basic,12,29-06-22,06-07-23,United States,34,Male,Tablet,30
1722,Basic,13,01-07-22,08-07-23,Canada,31,Male,Tablet,30
1723,Standard,13,02-07-22,06-07-23,United Kingdom,34,Male,Smart TV,30
1724,Premium,12,04-07-22,08-07-23,Australia,28,Male,Laptop,30
1725,Basic,10,08-07-22,07-07-23,Germany,36,Female,Smartphone,30
1726,Basic,14,20-07-22,09-07-23,France,48,Female,Laptop,30
1727,Premium,13,23-07-22,06-07-23,Brazil,40,Male,Smartphone,30
1728,Standard,15,26-07-22,07-07-23,Mexico,35,Male,Smartphone,30
1729,Standard,11,30-07-22,07-07-23,Spain,41,Male,Laptop,30
1730,Basic,10,08-08-22,08-07-23,Italy,28,Female,Smartphone,30
1731,Premium,12,13-08-22,05-07-23,Spain,37,Male,Tablet,30
1732,Standard,12,14-08-22,07-07-23,Spain,33,Male,Smartphone,30
1733,Basic,15,16-08-22,06-07-23,United States,27,Female,Tablet,30
1734,Standard,14,19-08-22,08-07-23,Canada,35,Male,Tablet,30
1735,Premium,10,27-08-22,06-07-23,United States,27,Male,Smartphone,30
1736,Basic,15,04-09-22,07-07-23,United States,29,Female,Smartphone,30
1737,Premium,12,05-09-22,06-07-23,Canada,28,Female,Laptop,30
1738,Standard,12,13-09-22,08-07-23,United Kingdom,33,Female,Smartphone,30
1739,Basic,10,16-09-22,05-07-23,Australia,35,Female,Smartphone,30
1740,Standard,15,18-09-22,06-07-23,Germany,37,Female,Laptop,30
1741,Premium,12,20-09-22,06-07-23,France,31,Male,Smartphone,30
1742,Basic,13,29-09-22,07-07-23,Brazil,27,Male,Laptop,30
1743,Standard,11,30-09-22,08-07-23,Mexico,48,Male,Tablet,30
1744,Premium,15,04-10-22,10-07-23,Spain,30,Female,Smart TV,30
1745,Basic,14,08-10-22,07-07-23,Italy,45,Male,Tablet,30
1746,Premium,14,10-10-22,07-07-23,Spain,28,Male,Smart TV,30
1747,Basic,12,12-10-22,08-07-23,Spain,30,Female,Laptop,30
1748,Standard,15,14-10-22,10-07-23,United States,48,Male,Smartphone,30
1749,Standard,10,16-10-22,07-07-23,Canada,37,Female,Laptop,30
1750,Basic,15,21-10-22,07-07-23,United States,28,Female,Smartphone,30
1751,Premium,14,23-10-22,07-07-23,United States,43,Female,Tablet,30
1752,Basic,10,25-10-22,09-07-23,Canada,36,Male,Laptop,30
1753,Standard,15,26-10-22,06-07-23,United Kingdom,47,Male,Laptop,30
1754,Premium,10,29-10-22,07-07-23,Australia,42,Male,Smart TV,30
1755,Basic,15,31-10-22,07-07-23,Germany,50,Male,Laptop,30
1756,Premium,13,02-11-22,08-07-23,France,41,Male,Tablet,30
1757,Basic,13,03-11-22,05-07-23,Brazil,43,Male,Laptop,30
1758,Standard,13,05-11-22,07-07-23,Mexico,35,Male,Laptop,30
1759,Standard,10,06-11-22,07-07-23,Spain,51,Male,Smart TV,30
1760,Basic,15,06-11-22,07-07-23,Italy,35,Male,Tablet,30
1761,Premium,10,07-11-22,05-07-23,Spain,37,Male,Smart TV,30
1762,Basic,10,04-11-22,06-07-23,Spain,28,Female,Smartphone,30
1763,Standard,14,02-11-22,07-07-23,United States,32,Female,Smartphone,30
1764,Premium,13,27-10-22,07-07-23,Canada,37,Female,Tablet,30
1765,Basic,11,18-10-22,05-07-23,United States,37,Female,Tablet,30
1766,Premium,12,07-10-22,08-07-23,United States,34,Female,Smart TV,30
1767,Basic,15,04-10-22,07-07-23,Canada,30,Female,Tablet,30
1768,Standard,14,17-09-22,07-07-23,United Kingdom,35,Male,Tablet,30
1769,Standard,14,15-09-22,06-07-23,Australia,41,Female,Laptop,30
1770,Basic,13,10-09-22,08-07-23,Germany,50,Female,Tablet,30
1771,Premium,11,09-09-22,08-07-23,France,48,Female,Laptop,30
1772,Basic,12,09-09-22,08-07-23,Brazil,29,Male,Smart TV,30
1773,Standard,12,07-09-22,06-07-23,Mexico,37,Male,Tablet,30
1774,Premium,15,08-09-22,08-07-23,Spain,36,Female,Tablet,30
1775,Basic,15,14-08-22,07-07-23,Italy,45,Male,Tablet,30
1776,Premium,15,06-08-22,08-07-23,Spain,27,Female,Smart TV,30
1777,Basic,12,06-08-22,06-07-23,Spain,31,Female,Tablet,30
1778,Standard,11,29-07-22,09-07-23,United States,42,Female,Tablet,30
1779,Standard,15,28-07-22,06-07-23,Canada,43,Female,Smartphone,30
1780,Basic,13,24-07-22,07-07-23,United States,43,Male,Smart TV,30
1781,Premium,15,22-07-22,06-07-23,United States,35,Female,Laptop,30
1782,Basic,13,19-07-22,10-07-23,Canada,51,Male,Laptop,30
1783,Standard,13,17-07-22,07-07-23,United Kingdom,42,Female,Smartphone,30
1784,Premium,13,16-07-22,07-07-23,Australia,36,Male,Tablet,30
1785,Basic,13,13-07-22,07-07-23,Germany,50,Female,Tablet,30
1786,Premium,15,14-07-22,09-07-23,France,43,Female,Laptop,30
1787,Basic,11,07-07-22,07-07-23,Brazil,28,Male,Laptop,30
1788,Standard,10,06-07-22,09-07-23,Mexico,48,Female,Smart TV,30
1789,Standard,14,30-06-22,07-07-23,Spain,47,Female,Tablet,30
1790,Basic,12,30-06-22,09-07-23,Italy,31,Male,Smart TV,30
1791,Premium,14,01-07-22,06-07-23,Spain,45,Male,Laptop,30
1792,Basic,15,02-07-22,09-07-23,Spain,45,Female,Tablet,30
1793,Standard,14,03-07-22,06-07-23,United States,42,Female,Smart TV,30
1794,Premium,12,06-07-22,08-07-23,Canada,36,Female,Tablet,30
1795,Basic,14,07-07-22,07-07-23,United States,32,Male,Smart TV,30
1796,Basic,10,15-07-22,09-07-23,United States,50,Male,Tablet,30
1797,Basic,14,17-07-22,06-07-23,Canada,39,Male,Smart TV,30
1798,Standard,10,26-07-22,08-07-23,United Kingdom,51,Male,Smartphone,30
1799,Premium,14,05-08-22,07-07-23,Australia,49,Female,Tablet,30
1800,Basic,14,12-08-22,09-07-23,Germany,42,Male,Tablet,30
1801,Basic,12,14-08-22,06-07-23,France,46,Male,Tablet,30
1802,Premium,12,15-08-22,07-07-23,Brazil,30,Male,Smartphone,30
1803,Standard,10,18-08-22,07-07-23,Mexico,48,Male,Smart TV,30
1804,Standard,12,21-08-22,09-07-23,Spain,40,Female,Laptop,30
1805,Basic,10,04-09-22,06-07-23,Italy,50,Female,Smart TV,30
1806,Premium,15,05-09-22,07-07-23,Spain,49,Female,Laptop,30
1807,Standard,11,08-09-22,07-07-23,Spain,37,Male,Smartphone,30
1808,Basic,12,15-09-22,08-07-23,United States,43,Male,Laptop,30
1809,Standard,15,17-09-22,06-07-23,Canada,40,Female,Tablet,30
1810,Premium,14,19-09-22,09-07-23,United States,27,Male,Laptop,30
1811,Basic,10,23-09-22,06-07-23,United States,47,Male,Smart TV,30
1812,Premium,11,26-09-22,08-07-23,Canada,50,Male,Smartphone,30
1813,Standard,12,30-09-22,08-07-23,United Kingdom,31,Female,Smartphone,30
1814,Basic,10,07-10-22,10-07-23,Australia,33,Male,Smartphone,30
1815,Standard,13,09-10-22,07-07-23,Germany,42,Female,Tablet,30
1816,Premium,14,12-10-22,07-07-23,France,51,Female,Laptop,30
1817,Basic,12,13-10-22,08-07-23,Brazil,43,Female,Smartphone,30
1818,Standard,15,14-10-22,10-07-23,Mexico,45,Female,Smart TV,30
1819,Premium,13,19-10-22,07-07-23,Spain,48,Female,Tablet,30
1820,Basic,14,20-10-22,07-07-23,Italy,48,Female,Smart TV,30
1821,Premium,12,22-10-22,08-07-23,Spain,30,Male,Smartphone,30
1822,Basic,15,24-10-22,09-07-23,Spain,29,Female,Tablet,30
1823,Standard,10,28-10-22,06-07-23,United States,28,Male,Tablet,30
1824,Standard,12,30-10-22,08-07-23,Canada,46,Female,Laptop,30
1825,Basic,13,01-11-22,08-07-23,United States,45,Male,Smart TV,30
1826,Premium,12,03-11-22,08-07-23,United States,30,Male,Tablet,30
1827,Basic,13,04-11-22,06-07-23,Canada,44,Female,Laptop,30
1828,Standard,14,05-11-22,07-07-23,United Kingdom,46,Male,Laptop,30
1829,Premium,13,06-11-22,08-07-23,Australia,36,Female,Tablet,30
1830,Basic,12,07-11-22,08-07-23,Germany,27,Female,Smartphone,30
1831,Premium,14,05-11-22,05-07-23,France,43,Male,Laptop,30
1832,Basic,11,05-11-22,09-07-23,Brazil,48,Female,Smartphone,30
1833,Standard,12,06-11-22,08-07-23,Mexico,36,Female,Smartphone,30
1834,Standard,10,03-11-22,07-07-23,Spain,44,Male,Smart TV,30
1835,Basic,11,22-10-22,06-07-23,Italy,41,Female,Tablet,30
1836,Premium,12,22-10-22,09-07-23,Spain,29,Female,Smart TV,30
1837,Basic,13,15-10-22,09-07-23,Spain,28,Female,Smartphone,30
1838,Standard,11,24-09-22,07-07-23,United States,36,Female,Smartphone,30
1839,Premium,15,15-09-22,06-07-23,Canada,36,Female,Smart TV,30
1840,Basic,14,15-09-22,08-07-23,United States,40,Male,Laptop,30
1841,Premium,11,12-09-22,08-07-23,United States,35,Female,Tablet,30
1842,Basic,14,12-09-22,09-07-23,Canada,34,Female,Smartphone,30
1843,Standard,10,11-09-22,07-07-23,United Kingdom,46,Male,Laptop,30
1844,Standard,14,11-09-22,08-07-23,Australia,47,Female,Smart TV,30
1845,Basic,12,16-08-22,07-07-23,Germany,32,Female,Smartphone,30
1846,Premium,13,12-08-22,08-07-23,France,45,Male,Smartphone,30
1847,Basic,10,02-08-22,07-07-23,Brazil,31,Female,Smartphone,30
1848,Standard,11,01-08-22,10-07-23,Mexico,49,Male,Laptop,30
1849,Premium,11,29-07-22,07-07-23,Spain,33,Female,Smartphone,30
1850,Basic,12,28-07-22,08-07-23,Italy,30,Male,Smartphone,30
1851,Premium,11,25-07-22,08-07-23,Spain,48,Female,Laptop,30
1852,Basic,14,20-07-22,10-07-23,Spain,49,Female,Tablet,30
1853,Standard,13,16-07-22,08-07-23,United States,43,Male,Laptop,30
1854,Standard,14,16-07-22,08-07-23,Canada,46,Female,Laptop,30
1855,Basic,12,15-07-22,07-07-23,United States,33,Male,Smartphone,30
1856,Premium,15,13-07-22,09-07-23,United States,31,Female,Smartphone,30
1857,Basic,13,06-07-22,07-07-23,Canada,44,Female,Smart TV,30
1858,Standard,10,03-07-22,09-07-23,United Kingdom,34,Male,Smart TV,30
1859,Premium,15,04-07-22,07-07-23,Australia,41,Male,Laptop,30
1860,Basic,10,03-07-22,09-07-23,Germany,42,Male,Laptop,30
1861,Premium,15,03-07-22,07-07-23,France,38,Female,Laptop,30
1862,Basic,13,04-07-22,10-07-23,Brazil,31,Female,Tablet,30
1863,Standard,11,05-07-22,06-07-23,Mexico,35,Female,Smartphone,30
1864,Standard,15,07-07-22,08-07-23,Spain,32,Male,Smartphone,30
1865,Basic,15,08-07-22,07-07-23,Italy,39,Male,Smartphone,30
1866,Premium,12,13-07-22,10-07-23,Spain,42,Male,Laptop,30
1867,Basic,11,15-07-22,06-07-23,Spain,31,Male,Tablet,30
1868,Standard,14,01-08-22,08-07-23,United States,38,Male,Tablet,30
1869,Premium,13,11-08-22,08-07-23,Canada,48,Male,Smart TV,30
1870,Basic,14,13-08-22,09-07-23,United States,29,Male,Tablet,30
1871,Basic,10,15-08-22,06-07-23,United States,43,Female,Smart TV,30
1872,Basic,13,16-08-22,08-07-23,Canada,49,Female,Smartphone,30
1873,Standard,14,18-08-22,08-07-23,United Kingdom,50,Male,Smartphone,30
1874,Premium,14,25-08-22,09-07-23,Australia,50,Male,Smartphone,30
1875,Basic,14,29-08-22,06-07-23,Germany,51,Male,Smart TV,30
1876,Basic,11,04-09-22,09-07-23,France,29,Male,Tablet,30
1877,Premium,11,13-09-22,07-07-23,Brazil,50,Female,Smartphone,30
1878,Standard,12,14-09-22,08-07-23,Mexico,39,Female,Tablet,30
1879,Standard,10,17-09-22,06-07-23,Spain,27,Female,Smart TV,30
1880,Basic,15,18-09-22,10-07-23,Italy,29,Male,Smart TV,30
